generic_name,brand_names,substance,drug_class,product_type
DULOXETINE HYDROCHLORIDE,Duloxetine Delayed-Release,DULOXETINE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
PREDNISONE,Prednisone,PREDNISONE,Unknown,HUMAN PRESCRIPTION DRUG
TRANEXAMIC ACID,tranexamic acid,TRANEXAMIC ACID,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
DOXORUBICIN HYDROCHLORIDE,Doxorubicin Hydrochloride,DOXORUBICIN HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
PALONOSETRON HYDROCHLORIDE,Palonosetron Hydrochloride,PALONOSETRON HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
SODIUM FLUORIDE,Colgate Max Fresh Cool Mint,SODIUM FLUORIDE,Unknown,HUMAN OTC DRUG
AMMONIUM CAUSTICUM,Ammonium Causticum,AMMONIA,Unknown,HUMAN OTC DRUG
"MENTHOL, WHITE PETROLATUM, ZINC OXIDE",Medline,MENTHOL|PETROLATUM|ZINC OXIDE,Unknown,HUMAN OTC DRUG
IBUPROFEN,Ibuprofen Dye Free,IBUPROFEN,Unknown,HUMAN OTC DRUG
LEVONORGESTREL AND ETHINYL ESTRADIOL,Iclevia,,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
AMITRIPTYLINE HYDROCHLORIDE,Amitriptyline Hydrochloride,AMITRIPTYLINE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
AMMONIUM MURIATICUM,Ammonium Muriaticum,AMMONIUM CHLORIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
EZETIMIBE AND SIMVASTATIN,Ezetimibe and Simvastatin,EZETIMIBE|SIMVASTATIN,Unknown,HUMAN PRESCRIPTION DRUG
AMMONIUM PHOSPHORICUM,Ammonium Phosphoricum,"AMMONIUM PHOSPHATE, DIBASIC",Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
"ACETAMINOPHEN, DIPHENHYDRAMINE HYDROCHLORIDE, AND PHENYLEPHRINE HYDROCHLORIDE",Childrens Delsym Cough Plus Cold Night Time,ACETAMINOPHEN|DIPHENHYDRAMINE HYDROCHLORIDE|PHENYLEPHRINE HYDROCHLORIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
PYRITHIONE ZINC,Equate Dry Scalp 2 in 1 Dandruff Anti-Dandruff,PYRITHIONE ZINC,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
PRAMIPEXOLE DIHYDROCHLORIDE,Pramipexole dihydrochloride,PRAMIPEXOLE DIHYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
POLYETHYLENE GLYCOL 3350,purelax,POLYETHYLENE GLYCOL 3350,Unknown,HUMAN OTC DRUG
IBUPROFEN,care one ibuprofen,IBUPROFEN,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
LEFLUNOMIDE,Leflunomide,LEFLUNOMIDE,Unknown,HUMAN PRESCRIPTION DRUG
LUBIPROSTONE,Lubiprostone,LUBIPROSTONE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
VERAPAMIL HYDROCHLORIDE,Verapamil Hydrochloride,VERAPAMIL HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
MENTHOL,insect bite relief 01,MENTHOL,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
AMPICILLIN SODIUM AND SULBACTAM SODIUM,Ampicillin and Sulbactam,AMPICILLIN SODIUM|SULBACTAM SODIUM,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
BENZOCAINE,Gelato Topical Anesthetic,BENZOCAINE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
"BACITRACIN ZINC, NEOMYCIN SULFATE, POLYMYXIN B SULFATE",health and .beyond Triple Antibiotic,BACITRACIN ZINC|NEOMYCIN SULFATE|POLYMYXIN B SULFATE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
ZIPRASIDONE,ziprasidone,ZIPRASIDONE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
LIDOCAINE,Lidocaine,LIDOCAINE,Unknown,HUMAN PRESCRIPTION DRUG
GLIPIZIDE,Glipizide,GLIPIZIDE,Unknown,HUMAN PRESCRIPTION DRUG
"PS-2261 TRIPLE ANTIBIOTIC, 0.5G","PS-2261 Triple Antibiotic, 0.5g",BACITRACIN ZINC|NEOMYCIN SULFATE|POLYMYXIN B SULFATE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
ISOPROPYL ALCOHOL,Isopropyl alcohol,ISOPROPYL ALCOHOL,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
"WHITE PETROLATUM, ZINC OXIDE",Medline,WHITE PETROLATUM|ZINC OXIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
MONOFLUOROPHOSPHATE,Whitening,SODIUM MONOFLUOROPHOSPHATE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
BACITRACIN,Bacitracin,BACITRACIN,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
"PS-2896 HYDROCORTISONE CREAM 1%, 0.9G","PS-2896 Hydrocortisone Cream 1%, 0.9g",HYDROCORTISONE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
OXYGEN,Oxygen,OXYGEN,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
ACNE SPOT TREATMENT,Clear Acne Spot Treatment,SALICYLIC ACID,Unknown,HUMAN OTC DRUG
WHITE PETROLATUM,Medline,WHITE PETROLATUM,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
GADOBUTROL,Gadobutrol,GADOBUTROL,Unknown,HUMAN PRESCRIPTION DRUG
PS-2205 BZK ANTISEPTIC TOWELETTES,PS-2205 BZK Antiseptic Towelettes,BENZALKONIUM CHLORIDE,Unknown,HUMAN OTC DRUG
ATROPINE SULFATE,Atropine sulfate,ATROPINE SULFATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
CLOPIDOGREL BISULFATE,Clopidogrel,CLOPIDOGREL BISULFATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
KETOROLAC TROMETHAMINE,Ketorolac Tromethamine,KETOROLAC TROMETHAMINE,Unknown,HUMAN PRESCRIPTION DRUG
ENTECAVIR,Entecavir,ENTECAVIR,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
RIZATRIPTAN BENZOATE,MAXALT|MAXALT-MLT,RIZATRIPTAN BENZOATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
TRAMADOL HYDROCHLORIDE,Tramadol Hydrochloride,TRAMADOL HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
ETODOLAC,Etodolac,ETODOLAC,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
CAPECITABINE,capecitabine,CAPECITABINE,Unknown,HUMAN PRESCRIPTION DRUG
TRAZODONE HYDROCHLORIDE,Trazodone Hydrochloride,TRAZODONE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
MIRABEGRON,MIRABEGRON,MIRABEGRON,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
SILVER SULFADIAZINE,Silver Sulfadiazine,SILVER SULFADIAZINE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
SEVELAMER CARBONATE,Sevelamer Carbonate,SEVELAMER CARBONATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
IBUPROFEN,Ibuprofen,IBUPROFEN,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
LEUPROLIDE ACETATE,Vabrinty,LEUPROLIDE ACETATE,Unknown,HUMAN PRESCRIPTION DRUG
AIR,Air,OXYGEN,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
SIMVASTATIN,SIMVASTATIN,SIMVASTATIN,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
DILTIAZEM HYDROCHLORIDE,diltiazem hydrochloride,DILTIAZEM HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
LIDOCAINE,Aspercreme with Lidocaine Dry,LIDOCAINE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
LEVOTHYROXINE SODIUM,Levothyroxine sodium,LEVOTHYROXINE SODIUM,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
MAFENIDE ACETATE,SULFAMYLON,MAFENIDE ACETATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
INDOMETHACIN,Indomethacin,INDOMETHACIN,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
CAPSAICIN,Capsaicin 0.1 Percent,CAPSAICIN,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
HYDROCORTISONE ACETATE,Cortifoam,HYDROCORTISONE ACETATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
VANCOMYCIN HYDROCHLORIDE,Vancomycin Hydrochloride,VANCOMYCIN HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
CHLOROXYLENOL,Hand Guard High Foaming Antiseptic Hand and Body Wash,CHLOROXYLENOL,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
AZACITIDINE FOR,AZACITIDINE,AZACITIDINE,Unknown,HUMAN PRESCRIPTION DRUG
LORAZEPAM,Lorazepam,LORAZEPAM,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
ESOMEPRAZOLE MAGNESIUM,Esomeprazole Magnesium,ESOMEPRAZOLE MAGNESIUM DIHYDRATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
RANOLAZINE,Ranolazine,RANOLAZINE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
WITCH HAZEL,Witch Hazel,WITCH HAZEL,Unknown,HUMAN OTC DRUG
SITAGLIPTIN AND METFORMIN HYDROCHLORIDE,ZITUVIMET,METFORMIN HYDROCHLORIDE|SITAGLIPTIN,Unknown,HUMAN PRESCRIPTION DRUG
CHOLESTYRAMINE LIGHT,CHOLESTYRAMINE LIGHT,CHOLESTYRAMINE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
SODIUM CHLORIDE,Sodium Chloride,SODIUM CHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
IBUPROFEN,leader Ibuprofen,IBUPROFEN,Unknown,HUMAN OTC DRUG
DOXYLAMINE SUCCINATE,Sleep Aid,DOXYLAMINE SUCCINATE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
AMLODIPINE BESYLATE,Amlodipine Besylate,AMLODIPINE BESYLATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",AMPHETAMINE ASPARTATE MONOHYDRATE|AMPHETAMINE SULFATE|DEXTROAMPHETAMINE SACCHARATE|DEXTROAMPHETAMINE SULFATE,Unknown,HUMAN PRESCRIPTION DRUG
ETHYL ALCOHOL,FRESH FEELS HAND SANITIZER MIST OCEAN BREEZE SCENT,ALCOHOL,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
"ALFALFA, CADMIUM SULPHURATUM, CALCAREA CARBONICA, CUPRUM METALLICUM, FERRUM METALLICUM, FUCUS VESICULOSUS, HYPERICUM PERFORATUM, KALI PHOSPHORICUM, MAGNESIA PHOSPHORICA, MANGANUM METALLICUM, MERCURIUS VIVUS, PLUMBUM METALLICUM, SILICEA, SYMPHYTUM OFFICINALE, TARENTULA HISPANA, X-RAY, YTTERBIUM OXIDE",EMF Protect and Balance,"ALCOHOL, X-RAY EXPOSED (1000 RAD)|CADMIUM SULFIDE|COMFREY ROOT|COPPER|DIBASIC POTASSIUM PHOSPHATE|FUCUS VESICULOSUS|HYPERICUM PERFORATUM WHOLE|IRON|LEAD|LYCOSA TARANTULA|MAGNESIUM PHOSPHATE, DIBASIC TRIHYDRATE|MANGANESE|MEDICAGO SATIVA WHOLE|MERCURY|OYSTER SHELL CALCIUM CARBONATE, CRUDE|SILICON DIOXIDE|YTTERBIUM OXIDE",Unknown,HUMAN OTC DRUG
ALCOHOL,Symmetry Foaming Hand Sanitizer-Fragrance Free with Aloe and Vitamin E,ALCOHOL,Unknown,HUMAN OTC DRUG
DIMENHYDRINATE,Motion Sickness Relief,DIMENHYDRINATE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
BENZOCAINE,Anestenka,BENZOCAINE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
LEVOTHYROXINE SODIUM,levothyroxine sodium,LEVOTHYROXINE SODIUM,Unknown,HUMAN PRESCRIPTION DRUG
LANSOPRAZOLE,Lansoprazole,LANSOPRAZOLE,Unknown,HUMAN PRESCRIPTION DRUG
ANTACID TABLETS,Premier Value Chewable Antacid Assorted Fruit,CALCIUM CARBONATE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
PREDNISOLONE ACETATE,PRED FORTE,PREDNISOLONE ACETATE,Unknown,HUMAN PRESCRIPTION DRUG
ZOLEDRONIC ACID,Zoledronic acid,ZOLEDRONIC ACID,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
PSEUDOEPHEDRINE HYDROCHLORIDE,Pseudoephedrine hydrochloride,PSEUDOEPHEDRINE HYDROCHLORIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
SIMETHICONE,Gas Relief Ultra Strength,DIMETHICONE,Unknown,HUMAN OTC DRUG
"OCTINOXATE, OCTISALATE, ZINC OXIDE",BOTANICAL SOOTHING SPF-30,OCTINOXATE|OCTISALATE|ZINC OXIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
ESOMEPRAZOLE MAGNESIUM,Esomeprazole Magnesium,ESOMEPRAZOLE MAGNESIUM,Unknown,HUMAN PRESCRIPTION DRUG
ALCOHOL,Justice Berry Scented Anti-bacterial Hand Sanitizer BFF,ALCOHOL,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE, AND OXYBENZONE",Equate Beauty Daily Moisturizer SPF-30 Sunscreen,AVOBENZONE|HOMOSALATE|OCTISALATE|OCTOCRYLENE|OXYBENZONE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
TETRACYCLINE HYDROCHLORIDE,Tetracycline Hydrochloride,TETRACYCLINE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
EPTIFIBATIDE,Eptifibatide,EPTIFIBATIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
ATORVASTATIN CALCIUM,Atorvastatin calcium,ATORVASTATIN CALCIUM TRIHYDRATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN|CODEINE PHOSPHATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
ONDANSETRON HYDROCHLORIDE,Ondansetron Hydrochloride,ONDANSETRON HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
CYCLOBENZAPRINE HYDROCHLORIDE,CYCLOBENZAPRINE HYDROCHLORIDE,CYCLOBENZAPRINE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
VALSARTAN,Valsartan,VALSARTAN,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
LISINOPRIL AND HYDROCHLOROTHIAZIDE TABLETS,Lisinopril and Hydrochlorothiazide,HYDROCHLOROTHIAZIDE|LISINOPRIL,Unknown,HUMAN PRESCRIPTION DRUG
ALLOPURINOL,Allopurinol,ALLOPURINOL,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
DOXYCYCLINE,doxycycline,DOXYCYCLINE HYCLATE,Unknown,HUMAN PRESCRIPTION DRUG
ISOPROPYL ALCOHOL,Dukal Sterile Alcohol Prep Pad,ISOPROPYL ALCOHOL,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
MENTHOL,Magsoothium CBD Body,MENTHOL,Unknown,HUMAN OTC DRUG
ISOPROPYL ALCOHOL,Dollar General,ISOPROPYL ALCOHOL,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
LIDOCAINE PATCH 4%,Re-Lieved Lidocaine Patch,LIDOCAINE,Unknown,HUMAN OTC DRUG
"APIS MELLIFICA, BORAX, CARDUUS MARIANUS, CISTUS CANADENSIS, ECHINACEA (ANGUSTIFOLIA), GALIUM APARINE, HEPAR SUIS, HEPAR SULPHURIS CALCAREUM, HUMAN GROWTH HORMONE, HYPOPHYSIS SUIS, NITRICUM ACIDUM, PHYTOLACCA DECANDRA, SULPHUR, THUJA OCCIDENTALIS, THYMUS SUIS",Vital Immune Booster,APIS MELLIFERA|CALCIUM SULFIDE|CROCANTHEMUM CANADENSE|ECHINACEA ANGUSTIFOLIA WHOLE|GALIUM APARINE WHOLE|MILK THISTLE|NITRIC ACID|PHYTOLACCA AMERICANA ROOT|PORK LIVER|SODIUM BORATE|SOMATROPIN|SULFUR|SUS SCROFA PITUITARY GLAND|SUS SCROFA THYMUS|THUJA OCCIDENTALIS LEAFY TWIG,Unknown,HUMAN OTC DRUG
LIDOCAINE PATCH 4%,Re-Lieved Lidocaine Patch,LIDOCAINE,Unknown,HUMAN OTC DRUG
COFFEA CRUDA,Coffea Cruda,ARABICA COFFEE BEAN,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
SERDEXMETHYLPHENIDATE AND DEXMETHYLPHENIDATE,AZSTARYS,DEXMETHYLPHENIDATE HYDROCHLORIDE|SERDEXMETHYLPHENIDATE CHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
"CADMIUM SULFATE, GRAPHITE, PHOSPHORIC ACID, SILICON DIOXIDE, SELENIUM, THALLIUM, USTILAGO MAYDIS",Hair-X Hair Loss Relief,CADMIUM SULFATE|GRAPHITE|PHOSPHORIC ACID|SELENIUM|SILICON DIOXIDE|THALLIUM|USTILAGO MAYDIS,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
IBUPROFEN,Concentrated ibuprofen infants,IBUPROFEN,Unknown,HUMAN OTC DRUG
"BACITRACIN ZINC, NEOMYCIN SULFATE, POLYMYXIN B SULFATE",UniShield TRIPLE ANTIBIOTIC,BACITRACIN ZINC|NEOMYCIN SULFATE|POLYMYXIN B SULFATE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
GLIMEPIRIDE,Glimepiride,GLIMEPIRIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
TRIMETHOBENZAMIDE HYDROCHLORIDE,Trimethobenzamide Hydrochloride,TRIMETHOBENZAMIDE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
TAMSULOSIN HYDROCHLORIDE,Tamsulosin Hydrochloride,TAMSULOSIN HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
MENTHOL,Biofreeze,MENTHOL,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
HALOPERIDOL,Haloperidol,HALOPERIDOL,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
"MENTHOL, UNSPECIFIED FORM",Biofreeze Professional,"MENTHOL, UNSPECIFIED FORM",Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
NAPROXEN SODIUM,up and up naproxen sodium,NAPROXEN SODIUM,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
OSELTAMIVIR PHOSPHATE,Oseltamivir Phosphate,OSELTAMIVIR PHOSPHATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
GLO SKIN BEAUTY OIL-FREE TINTED PRIMER SPF 30,glo SKIN BEAUTY Oil-Free Tinted Primer SPF 30,ZINC OXIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
POVIDONE-IODINE,MediChoice Povidone-Iodine Prep Pad,POVIDONE-IODINE,Unknown,HUMAN OTC DRUG
NALTREXONE HYDROCHLORIDE,Naltrexone Hydrochloride,NALTREXONE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
ROPINIROLE HYDROCHLORIDE,ROPINIROLE HYDROCHLORIDE,ROPINIROLE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
ACETAMINOPHEN,Extra Strength pain relief,ACETAMINOPHEN,Unknown,HUMAN OTC DRUG
KETOCONAZOLE,Ketoconazole,KETOCONAZOLE,Unknown,HUMAN PRESCRIPTION DRUG
FENOFIBRATE,Fenofibrate,FENOFIBRATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
GAUNFACINE,Guanfacine,GUANFACINE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
GUAIFENESIN,Guaifenesin,GUAIFENESIN,Unknown,HUMAN OTC DRUG
MIRVETUXIMAB SORAVTANSINE,ELAHERE,MIRVETUXIMAB SORAVTANSINE,Unknown,HUMAN PRESCRIPTION DRUG
LACTULOSE,Enulose,LACTULOSE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
URSODIOL,Ursodiol,URSODIOL,Unknown,HUMAN PRESCRIPTION DRUG
LEUPROLIDE ACETATE,Lupron Depot,,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
ERYTHROMYCIN,erythromycin,ERYTHROMYCIN,Unknown,HUMAN PRESCRIPTION DRUG
"BACITRACIN ZINC, NEOMYCIN SULFATE , POLYMYXIN B SULFATE.",Triple Antibiotic,BACITRACIN ZINC|NEOMYCIN SULFATE|POLYMYXIN B SULFATE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
ALCOHOL,Avagard D,ALCOHOL,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
MAGNESIUM HYDROXIDE,MILK OF MAGNESIA,MAGNESIUM HYDROXIDE,Unknown,HUMAN OTC DRUG
DOCETAXEL ANHYDROUS,Docetaxel,DOCETAXEL ANHYDROUS,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
BACLOFEN,BACLOFEN,BACLOFEN,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
CLONIDINE HYDROCHLORIDE,Clonidine Hydrochloride,CLONIDINE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
ARGENTUM METALICUM,SilvaPlex Throat,SILVER,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
OCTINOXATE,Note Mattifying Extreme Wear Foundation,OCTINOXATE,Unknown,HUMAN OTC DRUG
MINOXIDIL,hair regrowth treatment,MINOXIDIL,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
BENZALKONIUM CHLORIDE,Callington Anti-Bacterial Hand Sanitizer Wipe,BENZALKONIUM CHLORIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
DECITABINE,Decitabine,DECITABINE,Unknown,HUMAN PRESCRIPTION DRUG
